"seq","age","workclass","education","educational.num","marital.status","race","gender","hours.per.week","income"
"349",23,"Private","Some-college",10,"Married-civ-spouse","White","Male",68,"<=50K"
"350",41,"Private","7th-8th",4,"Separated","White","Male",40,"<=50K"
"351",24,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"352",47,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",44,"<=50K"
"353",34,"Self-emp-not-inc","HS-grad",9,"Never-married","White","Male",45,"<=50K"
"354",40,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"355",28,"Private","Bachelors",13,"Married-civ-spouse","Asian-Pac-Islander","Female",40,"<=50K"
"356",24,"Private","HS-grad",9,"Never-married","Asian-Pac-Islander","Female",40,"<=50K"
"357",23,"Private","HS-grad",9,"Never-married","White","Male",15,"<=50K"
"358",43,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","Black","Male",40,">50K"
"359",26,"Private","Bachelors",13,"Divorced","White","Female",40,"<=50K"
"360",58,"Self-emp-not-inc","Doctorate",16,"Married-AF-spouse","White","Female",35,">50K"
"361",52,"Private","HS-grad",9,"Widowed","Black","Female",35,"<=50K"
"362",29,"Private","11th",7,"Married-civ-spouse","White","Male",99,">50K"
"363",47,"Private","11th",7,"Married-civ-spouse","White","Male",35,"<=50K"
"364",49,"Private","HS-grad",9,"Divorced","Black","Female",37,"<=50K"
"365",40,"Private","11th",7,"Widowed","White","Female",40,"<=50K"
"366",62,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Female",40,"<=50K"
"367",49,"Private","HS-grad",9,"Married-civ-spouse","White","Male",55,">50K"
"368",50,"Private","Bachelors",13,"Divorced","White","Female",50,">50K"
"369",31,"Private","HS-grad",9,"Never-married","Black","Male",40,"<=50K"
"370",48,"Local-gov","Masters",14,"Never-married","White","Female",50,"<=50K"
"371",24,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"372",37,"Private","HS-grad",9,"Separated","Asian-Pac-Islander","Male",60,"<=50K"
"373",45,"Private","Bachelors",13,"Married-civ-spouse","Asian-Pac-Islander","Male",45,">50K"
"374",36,"Private","Masters",14,"Married-civ-spouse","Asian-Pac-Islander","Male",45,"<=50K"
"375",45,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"376",41,"Private","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"377",26,"Private","Assoc-acdm",12,"Never-married","White","Female",20,"<=50K"
"378",17,"Private","11th",7,"Never-married","White","Female",25,"<=50K"
"379",27,"Private","HS-grad",9,"Married-civ-spouse","White","Male",36,"<=50K"
"380",43,"Private","HS-grad",9,"Married-civ-spouse","White","Male",65,"<=50K"
"381",35,"Private","HS-grad",9,"Never-married","White","Male",55,"<=50K"
"382",38,"Private","Bachelors",13,"Divorced","White","Female",40,"<=50K"
"383",26,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"384",28,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"385",38,"Private","Bachelors",13,"Married-civ-spouse","White","Female",24,">50K"
"386",36,"Private","11th",7,"Divorced","White","Female",40,"<=50K"
"387",33,"Private","HS-grad",9,"Married-civ-spouse","White","Female",40,">50K"
"388",19,"Private","HS-grad",9,"Never-married","White","Male",70,"<=50K"
"389",42,"Federal-gov","10th",6,"Married-civ-spouse","White","Male",40,"<=50K"
"390",50,"Private","10th",6,"Married-civ-spouse","White","Male",40,">50K"
"391",30,"Private","HS-grad",9,"Married-civ-spouse","White","Male",30,"<=50K"
"392",37,"State-gov","Some-college",10,"Married-civ-spouse","Asian-Pac-Islander","Male",40,"<=50K"
"393",54,"Self-emp-inc","Prof-school",15,"Married-civ-spouse","White","Male",40,">50K"
"394",52,"Self-emp-inc","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"395",65,"Private","1st-4th",2,"Married-civ-spouse","Other","Male",40,"<=50K"
"396",33,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"397",25,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"398",24,"Private","Bachelors",13,"Never-married","White","Male",45,"<=50K"
"399",26,"Private","Assoc-voc",11,"Separated","Black","Female",40,"<=50K"
"400",39,"Private","HS-grad",9,"Separated","White","Male",40,">50K"
"401",59,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"402",29,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"403",47,"Private","11th",7,"Never-married","White","Female",45,"<=50K"
"404",64,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","White","Male",50,"<=50K"
"405",21,"Private","HS-grad",9,"Never-married","Other","Male",20,"<=50K"
"406",32,"Private","Some-college",10,"Married-civ-spouse","Black","Female",40,">50K"
"407",26,"Private","HS-grad",9,"Never-married","Black","Female",37,"<=50K"
"408",62,"Self-emp-not-inc","Masters",14,"Married-civ-spouse","White","Male",40,"<=50K"
"409",32,"Private","Bachelors",13,"Married-civ-spouse","White","Male",55,">50K"
"410",45,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",60,"<=50K"
"411",31,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"412",32,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"413",24,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"414",25,"Private","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"415",41,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",60,"<=50K"
"416",18,"Private","Some-college",10,"Never-married","White","Female",20,"<=50K"
"417",44,"Private","Doctorate",16,"Married-civ-spouse","White","Male",55,">50K"
"418",40,"Private","Some-college",10,"Married-civ-spouse","White","Male",50,"<=50K"
"419",27,"Private","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"420",23,"Private","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"421",21,"Private","Some-college",10,"Never-married","Other","Male",40,"<=50K"
"422",37,"State-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"423",65,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",48,"<=50K"
"424",43,"Federal-gov","Masters",14,"Married-civ-spouse","White","Male",40,">50K"
"425",45,"Private","HS-grad",9,"Never-married","White","Male",44,"<=50K"
"426",24,"State-gov","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"427",24,"Private","Some-college",10,"Never-married","White","Male",42,"<=50K"
"428",19,"Local-gov","Some-college",10,"Never-married","White","Male",35,"<=50K"
"429",37,"Private","Bachelors",13,"Married-civ-spouse","White","Male",65,">50K"
"430",24,"Private","HS-grad",9,"Never-married","White","Female",35,"<=50K"
"431",34,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"432",50,"State-gov","HS-grad",9,"Married-civ-spouse","White","Female",39,"<=50K"
"433",36,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"434",39,"Private","Bachelors",13,"Married-civ-spouse","White","Male",60,"<=50K"
"435",44,"Self-emp-not-inc","7th-8th",4,"Married-civ-spouse","White","Male",38,"<=50K"
"436",45,"State-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"437",32,"State-gov","11th",7,"Never-married","White","Male",40,"<=50K"
"438",47,"Federal-gov","Masters",14,"Married-civ-spouse","Black","Male",40,">50K"
"439",50,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"440",32,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,"<=50K"
"441",19,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"442",28,"State-gov","Masters",14,"Divorced","White","Male",10,"<=50K"
"443",28,"Private","HS-grad",9,"Divorced","White","Male",50,"<=50K"
"444",39,"Federal-gov","Masters",14,"Never-married","White","Male",40,">50K"
"445",21,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"446",73,"Self-emp-not-inc","Some-college",10,"Widowed","White","Female",75,"<=50K"
"447",39,"Private","7th-8th",4,"Married-civ-spouse","White","Male",40,"<=50K"
"448",25,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"449",31,"Private","Some-college",10,"Married-AF-spouse","White","Female",20,"<=50K"
"450",51,"Private","Some-college",10,"Divorced","White","Female",32,"<=50K"
"451",39,"Private","Bachelors",13,"Married-civ-spouse","White","Female",28,"<=50K"
"452",31,"Private","Bachelors",13,"Divorced","White","Male",40,"<=50K"
"453",21,"Private","Some-college",10,"Never-married","Black","Male",17,"<=50K"
"454",46,"Private","Bachelors",13,"Divorced","White","Male",50,">50K"
"455",73,"Private","HS-grad",9,"Divorced","White","Female",35,"<=50K"
"456",41,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"457",20,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"458",27,"Private","Assoc-acdm",12,"Never-married","White","Male",30,"<=50K"
"459",24,"Private","Bachelors",13,"Never-married","White","Male",35,"<=50K"
"460",20,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"461",39,"Private","Assoc-voc",11,"Never-married","White","Male",40,"<=50K"
"462",27,"Private","Bachelors",13,"Never-married","White","Male",28,"<=50K"
"463",33,"Private","11th",7,"Married-civ-spouse","White","Male",60,"<=50K"
"464",33,"Private","HS-grad",9,"Married-civ-spouse","Amer-Indian-Eskimo","Male",40,"<=50K"
"465",36,"State-gov","9th",5,"Married-civ-spouse","Black","Male",40,"<=50K"
"466",55,"Private","Some-college",10,"Married-civ-spouse","White","Male",36,"<=50K"
"467",19,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"468",35,"Private","HS-grad",9,"Never-married","White","Male",60,"<=50K"
"469",34,"Private","5th-6th",3,"Never-married","Asian-Pac-Islander","Male",40,"<=50K"
"470",62,"State-gov","Prof-school",15,"Divorced","White","Female",35,"<=50K"
"471",33,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"472",39,"Private","9th",5,"Married-civ-spouse","White","Male",55,"<=50K"
"473",36,"Local-gov","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"474",41,"Private","Bachelors",13,"Divorced","White","Female",33,"<=50K"
"475",39,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",60,"<=50K"
"476",18,"Private","HS-grad",9,"Never-married","White","Female",10,"<=50K"
"477",61,"Private","Some-college",10,"Married-civ-spouse","White","Male",45,">50K"
"478",20,"Federal-gov","Assoc-voc",11,"Never-married","White","Female",36,"<=50K"
"479",35,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",65,">50K"
"480",27,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"481",66,"Private","10th",6,"Widowed","White","Female",38,"<=50K"
"482",21,"Private","HS-grad",9,"Never-married","Black","Male",40,"<=50K"
"483",20,"Private","Some-college",10,"Never-married","White","Female",18,"<=50K"
"484",34,"Private","Some-college",10,"Divorced","White","Male",40,"<=50K"
"485",63,"Private","5th-6th",3,"Never-married","White","Female",50,"<=50K"
"486",31,"Private","HS-grad",9,"Separated","White","Female",40,"<=50K"
"487",41,"Private","Doctorate",16,"Married-civ-spouse","White","Male",60,"<=50K"
"488",64,"State-gov","1st-4th",2,"Married-civ-spouse","Other","Male",45,"<=50K"
"489",32,"Private","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"490",30,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Male",50,">50K"
"491",36,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",72,"<=50K"
"492",22,"Private","Some-college",10,"Never-married","White","Male",12,"<=50K"
"493",53,"Local-gov","Some-college",10,"Married-civ-spouse","White","Male",50,"<=50K"
"494",50,"Private","HS-grad",9,"Widowed","Amer-Indian-Eskimo","Female",40,"<=50K"
"495",36,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"496",41,"Self-emp-inc","11th",7,"Married-civ-spouse","White","Male",40,"<=50K"
"497",55,"Private","Bachelors",13,"Never-married","White","Female",35,"<=50K"
"498",38,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"499",28,"Private","Bachelors",13,"Never-married","Black","Male",50,"<=50K"
"500",24,"Local-gov","Bachelors",13,"Never-married","White","Female",37,"<=50K"
"501",60,"Private","Some-college",10,"Divorced","White","Female",40,"<=50K"
"502",54,"Private","10th",6,"Married-civ-spouse","Black","Male",40,"<=50K"
"503",27,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","White","Male",60,"<=50K"
"504",30,"Private","Masters",14,"Married-civ-spouse","White","Female",30,"<=50K"
"505",54,"Private","HS-grad",9,"Widowed","White","Male",45,"<=50K"
"506",44,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"507",52,"Private","HS-grad",9,"Married-civ-spouse","White","Male",60,">50K"
"508",18,"Private","11th",7,"Never-married","White","Male",20,"<=50K"
"509",55,"Private","7th-8th",4,"Married-civ-spouse","White","Male",50,"<=50K"
"510",35,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"511",37,"Private","Bachelors",13,"Divorced","White","Female",40,">50K"
"512",22,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"513",45,"Private","Bachelors",13,"Married-civ-spouse","White","Male",45,">50K"
"514",38,"Private","Bachelors",13,"Married-civ-spouse","White","Male",60,"<=50K"
"515",48,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"516",35,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,"<=50K"
"517",21,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",50,"<=50K"
"518",37,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","Asian-Pac-Islander","Male",60,">50K"
"519",18,"Private","11th",7,"Never-married","White","Male",25,"<=50K"
"520",26,"Private","10th",6,"Divorced","White","Male",35,"<=50K"
"521",48,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","White","Male",50,"<=50K"
"522",51,"Private","Some-college",10,"Separated","Black","Male",40,">50K"
"523",52,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"524",32,"State-gov","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"525",39,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",60,"<=50K"
"526",51,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"527",54,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,"<=50K"
"528",21,"Private","Some-college",10,"Never-married","White","Female",25,"<=50K"
"529",43,"Private","HS-grad",9,"Separated","Black","Female",40,"<=50K"
"530",32,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"531",31,"State-gov","Masters",14,"Married-civ-spouse","White","Male",35,">50K"
"532",26,"Private","Some-college",10,"Never-married","Asian-Pac-Islander","Male",60,"<=50K"
"533",35,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"534",73,"Private","5th-6th",3,"Married-civ-spouse","White","Male",54,">50K"
"535",25,"Self-emp-not-inc","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"536",58,"Self-emp-not-inc","Assoc-voc",11,"Married-civ-spouse","White","Male",65,"<=50K"
"537",32,"Private","HS-grad",9,"Separated","White","Female",37,"<=50K"
"538",28,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"539",41,"Self-emp-not-inc","Masters",14,"Never-married","White","Female",30,"<=50K"
"540",53,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",48,"<=50K"
"541",49,"Private","HS-grad",9,"Separated","White","Female",35,"<=50K"
"542",55,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"543",29,"Private","Some-college",10,"Married-civ-spouse","White","Female",50,">50K"
"544",28,"Self-emp-not-inc","Assoc-voc",11,"Married-civ-spouse","White","Male",80,"<=50K"
"545",44,"Private","HS-grad",9,"Married-civ-spouse","White","Male",45,"<=50K"
"546",41,"Private","Masters",14,"Married-civ-spouse","White","Male",45,">50K"
"547",26,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",45,">50K"
"548",23,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"549",37,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Female",40,">50K"
"550",23,"Private","Bachelors",13,"Never-married","White","Male",50,">50K"
"551",33,"Private","Some-college",10,"Never-married","Black","Female",40,"<=50K"
"552",44,"Private","HS-grad",9,"Never-married","White","Male",40,">50K"
"553",21,"Private","Some-college",10,"Never-married","White","Male",30,"<=50K"
"554",36,"Private","11th",7,"Married-civ-spouse","White","Male",40,"<=50K"
"555",44,"Local-gov","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"556",23,"Private","HS-grad",9,"Never-married","Black","Female",40,"<=50K"
"557",26,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"558",32,"Private","5th-6th",3,"Never-married","White","Male",40,"<=50K"
"559",31,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"560",50,"Local-gov","HS-grad",9,"Separated","Black","Female",35,"<=50K"
"561",18,"Self-emp-inc","Some-college",10,"Never-married","White","Female",20,"<=50K"
"562",49,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"563",59,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"564",38,"Private","HS-grad",9,"Separated","Black","Female",28,"<=50K"
"565",50,"Self-emp-inc","Some-college",10,"Married-civ-spouse","White","Male",55,"<=50K"
"566",51,"Self-emp-inc","Some-college",10,"Married-civ-spouse","White","Male",55,"<=50K"
"567",22,"Private","Some-college",10,"Never-married","Asian-Pac-Islander","Male",35,"<=50K"
"568",54,"Private","HS-grad",9,"Married-civ-spouse","White","Female",40,">50K"
"569",37,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"570",31,"Private","Bachelors",13,"Widowed","White","Male",60,"<=50K"
"571",67,"State-gov","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"572",21,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"573",30,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
